model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
Tucson,2017,12998,Manual,24263,Diesel,30,61.7,1.7,Hyundai
Polo,2017,11495,Manual,28221,Diesel,145,74.3,1.4,vw
Golf SV,2018,15391,Manual,11326,Petrol,145,55.4,1.5,vw
Passat,2020,39989,Automatic,1986,Diesel,145,37.2,2,vw
3 Series,2020,28985,Semi-Auto,2958,Petrol,145,42.2,2,BMW
Focus,2015,10390,Semi-Auto,13655,Petrol,160,44.8,1.6,Ford
Fiesta,2019,12500,Manual,1100,Petrol,145,58.9,1,Ford
X1,2019,24950,Automatic,9469,Diesel,145,60.1,2,BMW
Octavia,2019,15690,Automatic,9732,Diesel,145,72.4,1.6,skoda
Golf,2019,28436,Semi-Auto,8232,Petrol,145,32.8,2,vw
Fabia,2019,11299,Manual,2000,Petrol,145,51.4,1,skoda
Aygo,2017,7000,Manual,17008,Petrol,0,69,1,toyota
Focus,2019,16995,Manual,10000,Diesel,145,74.3,1.5,Ford
Kuga,2017,15110,Automatic,4674,Petrol,235,38.2,1.5,Ford
Polo,2019,13490,Manual,13504,Petrol,150,52.3,1,vw
Auris,2017,8998,Manual,29798,Petrol,30,58.9,1.2,toyota
4 Series,2018,16100,Automatic,48052,Petrol,145,48.7,2,BMW
Q5,2017,21700,Semi-Auto,52073,Diesel,150,56.5,2,audi
Tiguan,2017,23480,Manual,16004,Diesel,165,50.4,2,vw
T-Roc,2018,19990,Manual,18297,Petrol,150,53.3,1.5,vw
Golf,2017,14590,Manual,21573,Petrol,150,54.3,1.4,vw
Karoq,2019,18995,Manual,3169,Petrol,145,52.3,1.5,skoda
1 Series,2016,11399,Manual,24820,Diesel,0,78.5,1.5,BMW
Kuga,2014,10191,Manual,39222,Diesel,145,53.3,2,Ford
RAV4,2014,10490,Manual,67712,Diesel,150,53,2,toyota
A6,2013,11995,Semi-Auto,40003,Diesel,145,56.5,2,audi
Fiesta,2018,12599,Manual,12593,Petrol,150,56.5,1,Ford
Aygo,2018,7750,Manual,9249,Petrol,150,56.5,1,toyota
Galaxy,2017,17700,Manual,41340,Diesel,125,56.5,2,Ford
Fiesta,2017,9850,Manual,6229,Petrol,145,65.7,1,Ford
IX20,2016,7995,Manual,32001,Petrol,125,50.4,1.4,Hyundai
I10,2016,6391,Manual,29700,Petrol,20,61.4,1,Hyundai
Aygo,2017,9295,Manual,17554,Petrol,0,68.9,1,toyota
Q2,2019,26695,Semi-Auto,5295,Petrol,145,39.8,1.5,audi
2 Series,2018,22998,Semi-Auto,27542,Petrol,145,39.8,3,BMW
Golf,2019,15449,Automatic,13665,Diesel,145,54.3,1.6,vw
Focus,2015,10200,Manual,66486,Diesel,20,67.3,2,Ford
Golf,2019,17620,Automatic,9601,Diesel,145,53.3,2,vw
Golf,2016,17300,Automatic,35661,Diesel,30,62.8,2,vw
Kuga,2019,16499,Manual,10870,Diesel,145,38.2,2,Ford
Golf,2015,9990,Manual,55500,Petrol,30,53.3,1.4,vw
A1,2016,11199,Automatic,21246,Petrol,20,64.2,1,audi
Focus,2018,15000,Manual,16083,Petrol,145,58.9,1,Ford
Polo,2017,9360,Manual,18062,Petrol,20,60.1,1,vw
Avensis,2017,11998,Manual,36961,Petrol,145,47.1,1.8,toyota
Mondeo,2015,9500,Manual,45506,Diesel,20,68.9,2,Ford
Corolla,2019,15790,Manual,10000,Petrol,145,39.2,1.2,toyota
Golf,2019,19998,Manual,15,Diesel,145,57.7,1.6,vw
Auris,2017,13698,Automatic,14252,Hybrid,0,78.5,1.8,toyota
A5,2015,17495,Semi-Auto,26143,Diesel,125,60.1,2,audi
A1,2015,11490,Manual,22000,Petrol,30,55.4,1.4,audi
Fiesta,2013,6721,Manual,39859,Petrol,0,65.7,1,Ford
Golf,2013,8762,Manual,35570,Diesel,0,68.9,1.6,vw
Focus,2015,8500,Manual,32620,Diesel,0,74.3,1.5,Ford
4 Series,2019,24975,Semi-Auto,11736,Diesel,145,65.7,2,BMW
Aygo,2015,5725,Manual,22673,Petrol,0,69,1,toyota
Passat,2019,17250,Manual,10597,Diesel,145,54.3,2,vw
California,2019,57991,Automatic,10288,Diesel,260,33.2,2,vw
Rapid,2016,7495,Manual,36279,Petrol,20,60.1,1.2,skoda
Kuga,2015,11108,Manual,41943,Diesel,125,60.1,2,Ford
Focus,2017,8995,Manual,65746,Diesel,145,74.3,1.5,Ford
Fiesta,2017,10500,Manual,22414,Petrol,145,65.7,1,Ford
Fiesta,2018,12465,Manual,17522,Petrol,145,58.9,1,Ford
3 Series,2017,15400,Automatic,20529,Diesel,145,65.7,2,BMW
Q3,2019,26946,Semi-Auto,15811,Petrol,145,38.2,1.5,audi
Passat,2016,13495,Semi-Auto,70200,Diesel,30,61.4,2,vw
Golf,2019,17750,Semi-Auto,9773,Petrol,145,45.6,1,vw
A6,2015,17999,Automatic,36000,Diesel,125,58.9,3,audi
Aygo,2019,9990,Manual,2290,Petrol,145,57.7,1,toyota
Focus,2019,15750,Manual,4637,Petrol,145,60.1,1,Ford
Q5,2019,35245,Semi-Auto,7533,Petrol,145,32.1,2,audi
Aygo,2017,7498,Manual,15156,Petrol,145,68.9,1,toyota
Fiesta,2018,9999,Manual,4997,Petrol,145,64.2,1.1,Ford
Up,2015,5602,Manual,48429,Petrol,20,62.8,1,vw
1 Series,2015,14391,Semi-Auto,42770,Diesel,125,61.4,2,BMW
A1,2015,9995,Manual,19603,Diesel,0,80.7,1.6,audi
Polo,2018,11990,Manual,19900,Petrol,145,64.2,1,vw
A6,2018,24480,Semi-Auto,30067,Petrol,150,47.1,1.8,audi
Fiesta,2016,8470,Manual,32111,Petrol,0,65.7,1,Ford
A6,2017,20998,Semi-Auto,31232,Diesel,150,58.9,2,audi
Tucson,2017,13960,Manual,33585,Diesel,145,54.3,2,Hyundai
RS6,2018,70000,Automatic,3840,Petrol,150,29.4,4,audi
A6,2015,17000,Automatic,64266,Diesel,200,47.9,3,audi
X1,2019,23980,Manual,2953,Petrol,145,51.4,1.5,BMW
I20,2014,5995,Manual,48879,Petrol,30,57.6,1.2,Hyundai
Yaris,2018,13260,Automatic,9835,Hybrid,135,76.3,1.5,toyota
Q5,2016,22295,Semi-Auto,32300,Diesel,200,47.1,2,audi
X1,2019,27490,Manual,105,Diesel,145,40.4,2,BMW
Fiesta,2019,15900,Manual,4113,Petrol,145,57.7,1,Ford
Yaris,2013,5250,Manual,52454,Petrol,30,58.9,1,toyota
Focus,2015,7700,Manual,54803,Petrol,20,60.1,1,Ford
Fiesta,2018,10499,Manual,23608,Petrol,145,65.7,1,Ford
S-MAX,2016,16499,Manual,33071,Diesel,125,43.5,2,Ford
Fiesta,2017,8250,Manual,35924,Petrol,0,65.7,1,Ford
I10,2017,6240,Manual,31050,Petrol,150,60.1,1,Hyundai
Mondeo,2017,13600,Manual,19142,Diesel,20,67.3,2,Ford
Tiguan,2017,23991,Manual,20227,Diesel,145,50.4,2,vw
Focus,2017,10000,Manual,26488,Diesel,0,74.3,1.5,Ford
X3,2019,36990,Semi-Auto,5922,Diesel,145,54.3,2,BMW
Fiesta,2017,14070,Manual,13106,Petrol,145,47.9,1.6,Ford
Q5,2019,31998,Semi-Auto,65,Petrol,150,33.2,2,audi
Focus,2017,16998,Automatic,30393,Diesel,145,61.4,2,Ford
Yeti,2011,4249,Automatic,103986,Diesel,235,43.5,2,skoda
Q5,2019,36500,Automatic,1500,Diesel,145,38.2,2,audi
Tiguan,2018,22992,Automatic,9000,Diesel,145,49.6,2,vw
Up,2014,4295,Manual,52000,Petrol,20,62.8,1,vw
Focus,2017,11500,Semi-Auto,19386,Petrol,125,51.4,1,Ford
Golf,2015,13500,Automatic,14571,Petrol,30,53.3,1.4,vw
Polo,2016,7995,Manual,57994,Petrol,20,60.1,1.2,vw
Golf,2017,16600,Manual,32915,Diesel,145,60.1,2,vw
Citigo,2015,6195,Manual,24786,Petrol,0,67.3,1,skoda
Hilux,2018,22498,Manual,10115,Diesel,265,40.4,2.4,toyota
Golf,2017,27450,Semi-Auto,3623,Petrol,145,39.8,2,vw
7 Series,2014,14798,Semi-Auto,60697,Diesel,160,50.4,3,BMW
Fiesta,2014,5995,Manual,59361,Petrol,0,65.7,1,Ford
A1,2016,14998,Semi-Auto,19687,Petrol,30,70.6,1.4,audi
Polo,2018,12941,Manual,12370,Petrol,145,64.2,1,vw
Fabia,2015,6340,Manual,49175,Diesel,0,83.1,1.4,skoda
Focus,2019,17750,Manual,7288,Petrol,150,60.1,1,Ford
1 Series,2019,16499,Automatic,7559,Petrol,145,55.5,1.5,BMW
EcoSport,2018,14790,Semi-Auto,14487,Petrol,145,48.7,1,Ford
Q2,2017,19989,Semi-Auto,23021,Petrol,150,52.3,1.4,audi
Avensis,2016,11495,Manual,29210,Petrol,145,47.1,1.8,toyota
5 Series,2010,7475,Manual,75000,Diesel,145,55.4,2,BMW
Fiesta,2019,13140,Manual,4570,Petrol,145,48.7,1.1,Ford
2 Series,2016,15299,Automatic,21594,Petrol,125,51.4,1.5,BMW
Fiesta,2018,13500,Manual,5159,Petrol,145,62.8,1,Ford
RAV4,2016,19490,Automatic,6254,Petrol,200,43.5,2,toyota
Polo,2016,9740,Manual,26424,Petrol,20,60.1,1.2,vw
Fiesta,2012,3999,Manual,83009,Diesel,20,68.9,1.4,Ford
Prius,2018,19998,Automatic,16634,Hybrid,135,94.1,1.8,toyota
Scala,2019,15985,Semi-Auto,95,Petrol,145,47.1,1,skoda
Yeti Outdoor,2017,15495,Semi-Auto,18897,Petrol,125,51.4,1.2,skoda
Polo,2019,14650,Semi-Auto,10050,Petrol,150,45.6,1,vw
Focus,2018,16000,Automatic,25181,Diesel,145,74.3,1.5,Ford
A3,2019,23990,Semi-Auto,9476,Petrol,145,41.5,1.5,audi
Auris,2018,16999,Automatic,9173,Hybrid,135,65.6,1.8,toyota
Focus,2019,24250,Manual,5060,Petrol,145,34.5,2.3,Ford
Focus,2016,10400,Manual,24800,Diesel,0,74.3,1.5,Ford
Polo,2017,9900,Manual,19621,Petrol,20,60.1,1,vw
5 Series,2019,44190,Semi-Auto,6187,Petrol,145,37.7,3,BMW
Scala,2019,16490,Automatic,510,Diesel,145,54.3,1.6,skoda
X4,2020,46999,Semi-Auto,4000,Diesel,150,40.9,3,BMW
Land Cruiser,2019,45995,Semi-Auto,8967,Diesel,150,30.1,2.8,toyota
Ka+,2018,8995,Manual,6314,Petrol,145,47.9,1.2,Ford
Amarok,2018,25490,Automatic,45325,Diesel,260,36.2,3,vw
Golf,2015,14498,Semi-Auto,55129,Diesel,30,62.8,2,vw
Focus,2017,9740,Manual,40828,Diesel,145,74.3,1.5,Ford
Fiesta,2018,9499,Manual,15567,Petrol,145,64.2,1.1,Ford
I10,2013,5000,Manual,28520,Petrol,20,61.4,0,Hyundai
M5,2019,70000,Automatic,6568,Petrol,145,24.1,4.4,BMW
Tucson,2017,13995,Manual,16030,Diesel,30,61.7,1.7,Hyundai
Golf,2015,18498,Manual,25102,Petrol,200,39.8,2,vw
Golf,2012,7999,Manual,47345,Petrol,165,45.6,1.4,vw
Corolla,2019,21500,Automatic,6610,Hybrid,135,85.6,1.8,toyota
Fiesta,2017,12000,Manual,20798,Petrol,150,47.9,1.6,Ford
Tourneo Custom,2018,20995,Manual,8095,Diesel,145,44.8,2,Ford
B-MAX,2017,10990,Semi-Auto,7939,Petrol,150,44.1,1.6,Ford
A5,2013,12990,Manual,31864,Petrol,145,49.6,1.8,audi
Golf SV,2017,12990,Semi-Auto,19889,Diesel,30,60.1,2,vw
A1,2016,12490,Manual,25103,Petrol,0,67.3,1,audi
Amarok,2019,32888,Automatic,12023,Diesel,260,28.3,3,vw
Grand C-MAX,2019,16750,Manual,15097,Diesel,145,56.5,1.5,Ford
Polo,2019,14950,Manual,11,Diesel,145,57.7,1.6,vw
Citigo,2016,7000,Manual,22710,Petrol,20,62.8,1,skoda
A4,2019,25990,Automatic,8547,Diesel,145,50.4,2,audi
3 Series,2014,11998,Semi-Auto,59752,Petrol,205,43.5,2,BMW
3 Series,2015,10990,Manual,50000,Diesel,30,67.3,2,BMW
Aygo,2017,8210,Manual,8606,Petrol,0,68.9,1,toyota
A1,2016,11800,Manual,16133,Petrol,0,67.3,1,audi
Tucson,2016,16995,Manual,4859,Petrol,160,44.8,1.6,Hyundai
Kuga,2017,15000,Manual,24244,Diesel,125,60.1,2,Ford
Yaris,2017,9695,Manual,11872,Petrol,30,58,1.3,toyota
Tucson,2018,18295,Manual,10300,Diesel,145,48.7,1.6,Hyundai
I10,2017,6299,Manual,1650,Petrol,150,60.1,1,Hyundai
RAV4,2016,22990,Automatic,25632,Hybrid,20,55.4,2.5,toyota
Golf,2019,15480,Manual,14953,Petrol,145,49.6,1,vw
Fabia,2019,8690,Manual,12368,Petrol,145,50.4,1,skoda
Focus,2018,18998,Manual,16312,Diesel,145,67.3,2,Ford
Yeti Outdoor,2016,13495,Semi-Auto,8622,Petrol,125,51.4,1.2,skoda
4 Series,2016,19980,Semi-Auto,17117,Diesel,160,52.3,3,BMW
Fiesta,2018,10998,Manual,25169,Petrol,145,56.5,1,Ford
Golf,2016,14000,Automatic,57524,Diesel,30,62.8,2,vw
4 Series,2017,25762,Automatic,23446,Diesel,145,49.6,3,BMW
Focus,2019,19725,Manual,3309,Diesel,145,74.3,1.5,Ford
X2,2019,27950,Semi-Auto,7946,Diesel,150,58.9,2,BMW
Aygo,2016,6380,Manual,31249,Petrol,0,69,1,toyota
A4,2020,40900,Semi-Auto,1964,Diesel,145,40.4,3,audi
Fiesta,2018,11200,Manual,12019,Petrol,145,65.7,1,Ford
I10,2015,6499,Manual,37254,Petrol,30,57.6,1.2,Hyundai
X6,2019,58480,Semi-Auto,2018,Petrol,145,26.4,3,BMW
Focus,2005,1995,Manual,40000,Petrol,205,44.1,1.6,Ford
1 Series,2016,14250,Manual,18372,Petrol,125,52.3,1.5,BMW
2 Series,2015,17498,Semi-Auto,41896,Petrol,260,37.2,3,BMW
Octavia,2015,10995,Manual,19064,Petrol,30,53.3,1.4,skoda
Polo,2019,11999,Manual,7948,Petrol,150,48.7,1,vw
Focus,2015,7191,Manual,63780,Diesel,20,67.3,1.6,Ford
Octavia,2019,13799,Semi-Auto,14239,Petrol,145,61.4,1,skoda
A4,2017,14500,Manual,27622,Petrol,125,53.3,1.4,audi
Fabia,2016,8995,Manual,19003,Petrol,20,60.1,1.2,skoda
Auris,2018,11395,Manual,39235,Petrol,145,52.3,1.2,toyota
Focus,2018,15999,Manual,16582,Petrol,145,41.5,2,Ford
5 Series,2019,30995,Automatic,999,Diesel,145,65.7,2,BMW
A3,2016,17352,Semi-Auto,41206,Diesel,125,57.6,2,audi
A5,2019,31490,Automatic,10,Petrol,145,39.8,2,audi
Tiguan,2017,17980,Manual,9246,Petrol,145,46.3,1.4,vw
3 Series,2011,7490,Manual,78000,Diesel,125,60.1,2,BMW
Kuga,2017,14450,Manual,25038,Diesel,150,60.1,2,Ford
5 Series,2016,16000,Semi-Auto,30070,Diesel,30,62.8,2,BMW
1 Series,2016,10699,Manual,34933,Diesel,0,83.1,1.5,BMW
Fiesta,2017,9500,Manual,18342,Petrol,150,65.7,1,Ford
Tucson,2017,15990,Manual,19996,Diesel,30,61.4,1.7,Hyundai
Fiesta,2019,20500,Manual,3000,Petrol,145,40.3,1.5,Ford
B-MAX,2017,9400,Manual,17540,Petrol,145,55.4,1,Ford
Ka+,2017,8250,Manual,18127,Petrol,145,57.7,1.2,Ford
Corolla,2019,18990,Manual,3860,Petrol,145,39.2,1.2,toyota
I10,2016,6500,Manual,16309,Petrol,30,57.6,1.2,Hyundai
Polo,2019,14691,Manual,2987,Petrol,145,52.3,1,vw
Yaris,2019,12290,Manual,4234,Petrol,145,47.9,1.5,toyota
4 Series,2015,14990,Automatic,41000,Diesel,30,65.7,2,BMW
Fabia,2019,13600,Manual,2489,Petrol,145,60.1,1,skoda
Focus,2017,11990,Automatic,27948,Petrol,145,46.3,1.5,Ford
Fiesta,2017,10795,Manual,13000,Petrol,145,65.7,1,Ford
Fabia,2017,11890,Automatic,10660,Petrol,150,60.1,1.2,skoda
Tiguan,2020,29995,Semi-Auto,3000,Petrol,150,30.4,2,vw
Superb,2019,13980,Automatic,50000,Diesel,145,62.8,2,skoda
Golf,2018,11990,Manual,17194,Petrol,145,56.5,1.4,vw
Octavia,2019,19995,Manual,5000,Petrol,145,36.7,2,skoda
Octavia,2017,13995,Manual,20000,Diesel,145,65.7,2,skoda
Kamiq,2020,20999,Semi-Auto,1000,Diesel,145,52.3,1.6,skoda
Jetta,2014,7985,Manual,1,Diesel,20,67.3,1.6,vw
Karoq,2018,18300,Manual,24835,Petrol,145,53.3,1,skoda
Fiesta,2018,11300,Manual,33291,Petrol,145,65.7,1,Ford
X3,2017,25990,Semi-Auto,26325,Diesel,200,47.1,3,BMW
Ka+,2018,7370,Manual,20311,Petrol,145,57.7,1.2,Ford
Golf,2020,24499,Manual,800,Petrol,150,47.1,1.5,vw
Fiesta,2017,10195,Semi-Auto,16285,Petrol,0,57.7,1,Ford
Fiesta,2017,11698,Manual,11760,Petrol,20,62.8,1,Ford
Santa Fe,2018,18000,Automatic,35915,Diesel,145,42.8,2.2,Hyundai
Focus,2019,17000,Manual,8288,Petrol,145,60.1,1,Ford
A3,2017,14490,Manual,29657,Diesel,20,67.3,2,audi
C-MAX,2017,12995,Manual,4318,Diesel,20,68.9,1.5,Ford
Fiesta,2015,6999,Manual,60063,Petrol,20,62.8,1,Ford
A4,2019,25500,Automatic,500,Diesel,145,50.4,2,audi
Ka+,2018,8000,Manual,10380,Petrol,145,57.7,1.2,Ford
Kuga,2015,11200,Manual,29811,Diesel,125,60.1,2,Ford
3 Series,2015,9500,Automatic,85314,Diesel,20,70.6,2,BMW
Golf,2019,25990,Semi-Auto,7047,Petrol,150,37.7,2,vw
Polo,2016,10000,Manual,16529,Petrol,20,60.1,1.2,vw
Q3,2020,39888,Automatic,1500,Petrol,145,30.7,2,audi
Passat,2015,10332,Semi-Auto,57121,Diesel,30,60.1,2,vw
Tucson,2019,21795,Semi-Auto,4500,Petrol,145,36.2,1.6,Hyundai
Fiesta,2019,13250,Manual,14165,Petrol,145,65.7,1,Ford
Edge,2017,20450,Semi-Auto,34399,Diesel,160,48.7,2,Ford
Santa Fe,2016,17733,Automatic,23656,Diesel,235,42.8,2.2,Hyundai
Focus,2017,11491,Semi-Auto,44525,Diesel,145,67.3,1.5,Ford
A5,2014,12995,Semi-Auto,83468,Diesel,150,53.3,2,audi
Polo,2016,8891,Manual,24497,Petrol,20,58.9,1,vw
Up,2020,9989,Manual,2563,Petrol,145,54.3,1,vw
T-Roc,2019,20750,Manual,7000,Petrol,145,42.2,1.5,vw
Octavia,2013,7995,Manual,37207,Diesel,0,74.3,1.6,skoda
Yaris,2013,4698,Manual,87210,Diesel,20,72.4,1.4,toyota
Octavia,2015,7775,Manual,75000,Diesel,0,80.7,1.6,skoda
Fiesta,2016,9800,Automatic,6806,Petrol,150,47.9,1.6,Ford
I20,2017,7999,Manual,37532,Petrol,145,58.9,1.2,Hyundai
5 Series,2019,31670,Automatic,11537,Diesel,145,62.8,2,BMW
Golf,2019,15990,Manual,5021,Diesel,145,57.7,1.6,vw
Yeti Outdoor,2016,12290,Manual,45127,Diesel,150,55.4,2,skoda
Tiguan,2019,29999,Semi-Auto,5700,Diesel,150,31.4,2,vw
Golf,2016,17895,Semi-Auto,46941,Petrol,205,39.8,2,vw
Fiesta,2018,11900,Manual,9003,Petrol,145,58.9,1,Ford
Citigo,2017,7000,Manual,21250,Petrol,145,68.9,1,skoda
Auris,2007,1795,Manual,70546,Petrol,235,39.8,1.6,toyota
Arteon,2019,31490,Semi-Auto,2500,Diesel,145,50.4,2,vw
2 Series,2020,32995,Semi-Auto,10,Petrol,145,36.2,2,BMW
1 Series,2016,11999,Automatic,38204,Diesel,0,78.5,1.5,BMW
1 Series,2019,26580,Automatic,4604,Diesel,145,51.4,2,BMW
Q3,2019,26750,Manual,2200,Petrol,145,39.8,1.5,audi
I10,2017,6799,Manual,21129,Petrol,20,60.1,1,Hyundai
3 Series,2019,29994,Semi-Auto,2000,Petrol,145,42.2,2,BMW
X3,2019,32822,Semi-Auto,4550,Diesel,145,54.3,2,BMW
2 Series,2019,29995,Semi-Auto,2069,Petrol,145,39.8,3,BMW
Fiesta,2018,9290,Manual,21454,Petrol,145,65.7,1,Ford
Polo,2009,1990,Manual,65024,Petrol,150,48.7,1.2,vw
T-Roc,2019,21995,Semi-Auto,1045,Diesel,145,49.6,2,vw
Polo,2010,2750,Manual,105640,Petrol,125,51.4,1.2,vw
Octavia,2016,13990,Manual,36305,Diesel,30,64.2,2,skoda
Focus,2017,11991,Manual,23445,Diesel,0,74.3,1.5,Ford
Yaris,2018,12490,Automatic,13046,Hybrid,135,76.3,1.5,toyota
3 Series,2010,4995,Manual,119000,Petrol,160,44.8,2,BMW
A3,2018,22691,Automatic,8009,Petrol,145,56.5,1.5,audi
Yaris,2018,10684,Manual,9321,Petrol,145,58.9,1.5,toyota
Golf,2019,28800,Semi-Auto,6882,Petrol,150,32.8,2,vw
X3,2016,20940,Automatic,19000,Diesel,150,54.3,2,BMW
Octavia,2019,14995,Semi-Auto,10925,Diesel,150,70.6,1.6,skoda
Focus,2014,7695,Manual,51986,Diesel,20,67.3,1.6,Ford
Golf,2016,16298,Semi-Auto,43308,Diesel,30,62.8,2,vw
Tucson,2017,13695,Manual,32223,Diesel,30,61.7,1.7,Hyundai
Q3,2015,17130,Manual,27556,Diesel,160,49.6,2,audi
I800,2016,14300,Automatic,51446,Diesel,325,33.6,2.5,Hyundai
Polo,2017,9290,Manual,39758,Petrol,20,60.1,1.2,vw
1 Series,2018,24995,Semi-Auto,12386,Petrol,150,39.8,3,BMW
I10,2016,5992,Manual,13971,Petrol,20,60.1,1,Hyundai
Kamiq,2019,15995,Manual,3160,Petrol,145,47.9,1,skoda
Passat,2009,2995,Manual,90000,Diesel,200,47.1,2,vw
Mondeo,2016,17500,Manual,12450,Diesel,30,62.8,2,Ford
Golf,2014,8995,Manual,38304,Petrol,125,53.3,1.4,vw
Q2,2019,20888,Manual,333,Petrol,145,47.1,1,audi
Yaris,2017,12178,Automatic,28965,Hybrid,135,76.3,1.5,toyota
Focus,2018,11790,Semi-Auto,26694,Petrol,145,51.4,1,Ford
Golf,2019,29980,Automatic,5962,Petrol,305,37.7,2,vw
Focus,2018,12950,Manual,21149,Petrol,145,57.7,1,Ford
A5,2017,23790,Semi-Auto,29668,Petrol,145,45.6,2,audi
Golf,2019,17000,Automatic,18731,Diesel,145,64.2,2,vw
Auris,2014,12000,Automatic,36453,Hybrid,0,72.4,1.8,toyota
Q2,2019,20500,Manual,5589,Diesel,145,49.6,1.6,audi
Yaris,2019,15250,Automatic,4193,Hybrid,135,76.3,1.5,toyota
Tucson,2019,23850,Semi-Auto,2012,Petrol,145,36.2,1.6,Hyundai
Focus,2016,10250,Manual,34297,Diesel,0,74.3,1.5,Ford
Polo,2016,13490,Semi-Auto,5702,Petrol,20,60.1,1.2,vw
A3,2015,12200,Manual,13842,Diesel,20,72.4,1.6,audi
5 Series,2019,31030,Automatic,123,Diesel,145,49.6,2,BMW
A1,2016,14991,Manual,21257,Petrol,30,55.4,1.4,audi
Fiesta,2012,4995,Manual,54700,Diesel,20,68.9,1.4,Ford
Passat,2019,22941,Automatic,3433,Diesel,145,47.9,2,vw
Passat,2016,18290,Semi-Auto,18796,Diesel,125,57.6,2,vw
Q3,2016,14498,Semi-Auto,74392,Petrol,145,47.9,1.4,audi
Passat,2013,7652,Manual,46495,Diesel,30,65.7,1.6,vw
Ka+,2019,10600,Manual,1802,Petrol,145,47.9,1.2,Ford
Edge,2017,19650,Manual,27096,Diesel,160,48.7,2,Ford
Golf,2020,24637,Semi-Auto,1607,Petrol,145,45.6,1.5,vw
Kuga,2017,16999,Manual,19739,Diesel,145,60.1,2,Ford
A3,2018,20000,Semi-Auto,32265,Diesel,150,62.8,2,audi
EcoSport,2018,12799,Manual,12949,Diesel,145,68.9,1.5,Ford
Yaris,2016,11795,Automatic,20000,Hybrid,0,78,1.5,toyota
IX20,2015,6995,Manual,27000,Petrol,125,50.4,1.4,Hyundai
Fiesta,2017,8799,Manual,15393,Petrol,125,54.3,1.2,Ford
1 Series,2017,19995,Manual,25645,Petrol,260,36.2,3,BMW
Fiesta,2015,7798,Manual,24860,Petrol,125,54.3,1.2,Ford
Focus,2018,20000,Manual,12787,Petrol,145,41.5,2,Ford
Fiesta,2017,10000,Manual,15438,Petrol,145,65.7,1,Ford
Tucson,2017,13500,Manual,15131,Diesel,30,61.7,1.7,Hyundai
Touareg,2019,39990,Automatic,1658,Diesel,145,34.5,3,vw
Scala,2019,14985,Semi-Auto,8783,Petrol,150,47.1,1,skoda
Tiguan,2017,18000,Manual,16290,Petrol,145,48.7,1.4,vw
Fiesta,2014,6800,Manual,30039,Petrol,30,54.3,1.2,Ford
A5,2016,18490,Semi-Auto,17117,Diesel,150,54.3,2,audi
I30,2016,9460,Manual,22873,Petrol,145,48.7,1.4,Hyundai
Fiesta,2013,8080,Manual,32448,Petrol,0,65.7,1,Ford
Polo,2016,10491,Manual,25082,Petrol,20,60.1,1.2,vw
5 Series,2020,29950,Semi-Auto,6,Hybrid,145,49.6,2,BMW
Fiesta,2017,10999,Automatic,13660,Petrol,145,47.9,1.6,Ford
EcoSport,2018,14490,Manual,18000,Petrol,145,54.3,1,Ford
Golf,2019,21995,Semi-Auto,16998,Petrol,145,43.5,1.5,vw
A4,2016,13699,Automatic,45188,Diesel,0,72.4,2,audi
Verso,2018,12498,Manual,21981,Petrol,145,41.5,1.6,toyota
Fabia,2019,10995,Manual,1479,Petrol,145,57.7,1,skoda
X3,2019,31995,Semi-Auto,11,Petrol,145,31.4,2,BMW
Focus,2019,18999,Manual,3155,Petrol,145,60.1,1,Ford
Fiesta,2019,15900,Manual,3212,Petrol,145,58.9,1,Ford
Polo,2018,12599,Manual,3384,Petrol,145,64.2,1,vw
I10,2014,6499,Manual,19371,Petrol,30,57.6,1.2,Hyundai
Kamiq,2019,15995,Manual,3021,Petrol,145,49.6,1,skoda
Fiesta,2017,8980,Manual,24000,Petrol,0,65.7,1,Ford
Fiesta,2018,10300,Manual,27929,Petrol,150,65.7,1,Ford
A6,2016,18243,Semi-Auto,46331,Diesel,150,55.4,2,audi
Yaris,2017,10995,Automatic,10542,Petrol,145,60.1,1.5,toyota
Fiesta,2020,15499,Semi-Auto,2056,Petrol,145,48.7,1,Ford
M3,2004,19500,Manual,46000,Petrol,325,23.3,3.2,BMW
4 Series,2018,24662,Semi-Auto,2422,Petrol,145,45.6,2,BMW
A3,2019,32499,Semi-Auto,4500,Petrol,150,34.5,2,audi
Q5,2019,43990,Automatic,5401,Diesel,145,36.2,2,audi
2 Series,2019,19980,Manual,1900,Petrol,145,42.8,1.5,BMW
Golf,2020,21490,Manual,5481,Petrol,145,49.6,1.5,vw
Fiesta,2018,11500,Manual,14310,Petrol,150,65.7,1,Ford
X6,2019,57000,Automatic,8480,Diesel,150,34.9,3,BMW
Yaris,2017,9480,Manual,22736,Petrol,145,55,1.3,toyota
Golf SV,2020,20990,Automatic,2459,Petrol,145,42.8,1.5,vw
EcoSport,2019,17999,Manual,2000,Petrol,145,51.4,1,Ford
I20,2019,9699,Manual,17516,Petrol,145,46.3,1.2,Hyundai
Golf,2017,18042,Semi-Auto,6725,Diesel,30,62.8,2,vw
A3,2019,31490,Semi-Auto,288,Petrol,150,34.9,2,audi
Q5,2020,50000,Automatic,12,Diesel,150,34.5,3,audi
1 Series,2015,11721,Manual,40057,Diesel,30,65.7,2,BMW
Focus,2018,10000,Manual,48141,Petrol,145,61.4,1,Ford
